IPI,brain TSCs (Not Phosphorylated),brownfat TSCs (Not Phosphorylated),heart TSCs (Not Phosphorylated),kidney TSCs (Not Phosphorylated),liver TSCs (Not Phosphorylated),lung TSCs (Not Phosphorylated),pancreas TSCs (Not Phosphorylated),spleen TSCs (Not Phosphorylated),testis TSCs (Not Phosphorylated),normalized_brain_TSC,normalized_brownfat_TSC,normalized_heart_TSC,normalized_kidney_TSC,normalized_liver_TSC,normalized_lung_TSC,normalized_pancreas_TSC,normalized_spleen_TSC,normalized_testis_TSC,CV
IPI00420806,20,4,7,5,2,32,8,7,46,152671.75572519086,30534.351145038167,53435.114503816796,38167.938931297715,15267.175572519083,244274.80916030533,61068.70229007633,53435.114503816796,351145.0381679389,104.2
IPI00222750,49,1,2,60,2,18,6,4,383,93333.33333333334,1904.7619047619048,3809.5238095238096,114285.71428571428,3809.5238095238096,34285.71428571429,11428.57142857143,7619.047619047619,729523.8095238096,212.09
IPI00121623,31,5,5,20,7,18,7,9,23,248000.0,40000.0,40000.0,160000.0,56000.0,144000.0,56000.0,72000.0,184000.0,67.68
IPI00308667,6,3,1,2,2,5,3,1,2,240000.0,120000.0,40000.0,80000.0,80000.0,200000.0,120000.0,40000.0,80000.0,61.77
IPI00113271,1,60,234,152,49,82,26,55,2,1512.8593040847202,90771.5582450832,354009.0771558245,229954.61422087747,74130.10590015129,124054.46293494705,39334.341906202724,83207.2617246596,3025.7186081694404,102.96
IPI00262980,16,3,2,16,16,30,9,8,4,153846.15384615384,28846.153846153848,19230.76923076923,153846.15384615384,153846.15384615384,288461.53846153844,86538.46153846153,76923.07692307692,38461.53846153846,77.42
IPI00130804,17,74,93,24,31,16,2,20,22,56856.187290969894,247491.63879598663,311036.7892976589,80267.5585284281,103678.92976588629,53511.70568561873,6688.963210702341,66889.63210702341,73578.59531772576,90.06
IPI00187288,12,42,5,19,25,9,13,12,1,86956.52173913043,304347.82608695654,36231.884057971016,137681.15942028986,181159.42028985507,65217.391304347824,94202.89855072464,86956.52173913043,7246.376811594203,79.81
IPI00454049,52,84,132,93,67,30,19,16,21,101167.31517509728,163424.12451361868,256809.33852140076,180933.85214007783,130350.1945525292,58365.75875486381,36964.98054474708,31128.4046692607,40856.03112840467,70.38
IPI00330066,37,7,30,11,10,49,41,55,189,86247.08624708623,16317.016317016316,69930.06993006993,25641.02564102564,23310.023310023313,114219.11421911423,95571.09557109557,128205.12820512819,440559.4405594406,117.08
IPI00453776,101,41,51,117,42,88,68,66,81,154198.47328244275,62595.41984732825,77862.59541984733,178625.95419847328,64122.13740458016,134351.14503816795,103816.79389312977,100763.35877862596,123664.12213740457,36.2
IPI00307837,224,217,205,392,266,352,720,532,360,68543.45165238678,66401.4687882497,62729.49816401469,119951.04039167687,81395.34883720931,107711.13831089351,220318.23745410037,162790.69767441862,110159.11872705018,46.9
IPI00320208,31,13,22,18,26,31,60,20,22,127572.01646090535,53497.94238683127,90534.97942386831,74074.07407407407,106995.88477366255,127572.01646090535,246913.58024691357,82304.5267489712,90534.97942386831,50.68
IPI00118875,32,23,29,24,38,29,50,57,40,99378.88198757764,71428.57142857142,90062.11180124224,74534.16149068323,118012.42236024844,90062.11180124224,155279.50310559006,177018.63354037268,124223.60248447205,32.53
IPI00133928,8,4,8,10,14,10,8,16,15,86021.5053763441,43010.75268817205,86021.5053763441,107526.88172043012,150537.63440860214,107526.88172043012,86021.5053763441,172043.0107526882,161290.32258064515,38.1
IPI00318841,51,42,40,93,50,54,173,91,54,78703.70370370371,64814.81481481481,61728.39506172839,143518.5185185185,77160.49382716049,83333.33333333333,266975.30864197534,140432.0987654321,83333.33333333333,59.13
IPI00466069,192,194,215,298,300,313,506,456,263,70149.7990500548,70880.52612349288,78553.16039459262,108878.33394227255,109609.06101571064,114358.7869930581,184873.94957983194,166605.77274388017,96090.61015710632,36.45
IPI00112223,32,6,9,8,18,19,8,17,23,228571.42857142855,42857.142857142855,64285.71428571428,57142.85714285714,128571.42857142857,135714.2857142857,57142.85714285714,121428.57142857142,164285.7142857143,55.4
IPI00453863,2,9,8,9,2,4,1,10,3,41666.666666666664,187500.0,166666.66666666666,187500.0,41666.666666666664,83333.33333333333,20833.333333333332,208333.33333333334,62500.0,67.6
IPI00453532,18,9,10,3,16,25,31,29,18,113207.54716981133,56603.77358490566,62893.08176100629,18867.924528301886,100628.93081761007,157232.70440251572,194968.55345911952,182389.93710691822,113207.54716981133,53.4
IPI00469260,6,4,12,22,19,22,26,48,45,29411.764705882353,19607.843137254902,58823.529411764706,107843.13725490197,93137.25490196078,107843.13725490197,127450.98039215685,235294.11764705883,220588.23529411765,68.1
IPI00120045,19,20,21,22,27,3,20,7,19,120253.16455696203,126582.27848101266,132911.3924050633,139240.5063291139,170886.07594936708,18987.3417721519,126582.27848101266,44303.79746835443,120253.16455696203,43.2
IPI00121190,5,9,9,9,119,28,8,4,2,25906.735751295335,46632.12435233161,46632.12435233161,46632.12435233161,616580.310880829,145077.72020725388,41450.77720207254,20725.38860103627,10362.694300518135,174.16
IPI00126083,41,85,104,78,36,118,10,81,46,68447.41235392321,141903.17195325543,173622.70450751254,130217.0283806344,60100.16694490818,196994.99165275457,16694.490818030048,135225.3756260434,76794.65776293822,52.95
IPI00402968,3,125,92,17,1,168,30,16,25,6289.30817610063,262054.5073375262,192872.1174004193,35639.412997903564,2096.4360587002097,352201.2578616352,62893.08176100629,33542.976939203356,52410.90146750524,113.82
IPI00318671,6,10,100,29,5,103,12,27,10,19867.549668874173,33112.58278145696,331125.8278145696,96026.49006622517,16556.29139072848,341059.60264900664,39735.09933774835,89403.97350993377,33112.58278145696,117.57
IPI00137930,10,4,4,9,9,6,14,5,12,136986.301369863,54794.520547945205,54794.520547945205,123287.6712328767,123287.6712328767,82191.7808219178,191780.8219178082,68493.1506849315,164383.5616438356,44.21
IPI00153608,8,5,3,9,14,11,15,15,14,85106.3829787234,53191.48936170213,31914.893617021273,95744.68085106382,148936.17021276595,117021.27659574468,159574.4680851064,159574.4680851064,148936.17021276595,42.85
IPI00308984,2,1,2,4,4,6,5,7,1,62500.0,31250.0,62500.0,125000.0,125000.0,187500.0,156250.0,218750.0,31250.0,61.48
IPI00119806,3,3,1,6,16,11,21,17,11,33707.86516853933,33707.86516853933,11235.955056179775,67415.73033707865,179775.2808988764,123595.50561797753,235955.05617977527,191011.23595505618,123595.50561797753,71.76
IPI00126069,1,1,6,2,3,3,9,11,12,20833.333333333332,20833.333333333332,125000.0,41666.666666666664,62500.0,62500.0,187500.0,229166.66666666666,250000.0,81.19
IPI00221819,5,5,3,4,6,8,25,12,18,58139.53488372093,58139.53488372093,34883.72093023256,46511.62790697674,69767.44186046511,93023.25581395348,290697.67441860464,139534.88372093023,209302.32558139536,78.16
IPI00261239,8,9,5,11,18,8,26,27,27,57553.95683453238,64748.20143884892,35971.22302158273,79136.69064748201,129496.40287769784,57553.95683453238,187050.35971223022,194244.60431654679,194244.60431654679,59.09
IPI00474446,21,13,24,23,37,30,35,52,34,78066.91449814127,48327.1375464684,89219.33085501859,85501.85873605948,137546.46840148699,111524.16356877323,130111.52416356877,193308.5501858736,126394.05204460965,37.94
IPI00116302,9,3,1,13,12,11,37,35,22,62937.06293706294,20979.02097902098,6993.006993006993,90909.09090909091,83916.08391608392,76923.07692307692,258741.25874125876,244755.24475524476,153846.15384615384,81.18
IPI00230415,14,8,12,16,12,17,42,45,20,75268.81720430107,43010.75268817205,64516.12903225806,86021.5053763441,64516.12903225806,91397.8494623656,225806.4516129032,241935.48387096776,107526.88172043012,64.87
IPI00129276,90,92,78,184,104,124,208,195,152,73349.63325183374,74979.6251018745,63569.682151589244,149959.250203749,84759.57620211899,101059.49470252648,169519.15240423798,158924.20537897313,123879.38060309699,36.5
IPI00229859,40,53,51,56,83,51,72,87,68,71301.24777183602,94474.1532976827,90909.09090909091,99821.74688057041,147950.0891265597,90909.09090909091,128342.24598930482,155080.21390374334,121212.12121212122,25.64
IPI00321647,20,41,42,60,71,48,78,75,48,41407.867494824015,84886.12836438924,86956.52173913043,124223.60248447205,146997.92960662526,99378.88198757764,161490.68322981367,155279.50310559006,99378.88198757764,35.37
IPI00762774,9,15,19,29,30,25,32,42,35,38135.59322033898,63559.3220338983,80508.47457627118,122881.3559322034,127118.6440677966,105932.20338983051,135593.22033898305,177966.10169491524,148305.0847457627,39.48
IPI00132250,11,6,11,25,23,25,38,58,29,48672.566371681416,26548.672566371682,48672.566371681416,110619.46902654867,101769.91150442479,110619.46902654867,168141.59292035399,256637.16814159293,128318.58407079647,63.45
IPI00120914,7,7,7,10,8,8,16,21,13,72164.94845360825,72164.94845360825,72164.94845360825,103092.78350515463,82474.22680412371,82474.22680412371,164948.45360824742,216494.84536082475,134020.61855670103,45.87
IPI00622371,9,4,6,12,12,9,28,46,35,55900.62111801242,24844.72049689441,37267.08074534161,74534.16149068323,74534.16149068323,55900.62111801242,173913.04347826086,285714.2857142857,217391.30434782608,82.6
IPI00128202,15,6,13,13,17,15,33,38,12,92592.59259259258,37037.03703703704,80246.91358024691,80246.91358024691,104938.27160493827,92592.59259259258,203703.70370370368,234567.9012345679,74074.07407407407,58.07
IPI00269613,16,9,19,22,22,29,19,36,24,81632.65306122448,45918.36734693878,96938.77551020408,112244.89795918367,112244.89795918367,147959.18367346938,96938.77551020408,183673.46938775512,122448.97959183673,35.25
IPI00120322,9,8,7,10,15,13,26,33,17,65217.391304347824,57971.014492753624,50724.637681159424,72463.76811594203,108695.65217391304,94202.89855072464,188405.79710144928,239130.4347826087,123188.40579710146,57.69
IPI00463573,20,24,15,22,27,38,52,47,34,71684.58781362006,86021.5053763441,53763.44086021506,78853.04659498208,96774.19354838709,136200.71684587814,186379.9283154122,168458.78136200717,121863.79928315412,40.77
IPI00115580,13,9,8,16,19,25,25,33,19,77844.31137724551,53892.21556886227,47904.19161676647,95808.38323353294,113772.45508982036,149700.5988023952,149700.5988023952,197604.79041916167,113772.45508982036,43.96
IPI00118676,55,44,57,71,71,67,88,120,72,85271.31782945736,68217.0542635659,88372.09302325582,110077.51937984496,110077.51937984496,103875.96899224806,136434.1085271318,186046.51162790696,111627.90697674418,30.75
IPI00400432,27,13,9,27,8,18,23,14,39,151685.39325842698,73033.70786516854,50561.79775280899,151685.39325842698,44943.8202247191,101123.59550561798,129213.48314606743,78651.68539325842,219101.12359550563,51.24
IPI00221581,24,10,10,7,19,13,31,39,16,142011.83431952662,59171.597633136094,59171.597633136094,41420.11834319527,112426.03550295859,76923.07692307692,183431.9526627219,230769.23076923078,94674.55621301774,57.1
IPI00119057,11,5,10,13,11,12,10,13,13,112244.89795918367,51020.40816326531,102040.81632653062,132653.0612244898,112244.89795918367,122448.97959183673,102040.81632653062,132653.0612244898,132653.0612244898,23.16
IPI00421179,53,66,59,21,100,85,181,130,81,68298.96907216494,85051.54639175258,76030.92783505154,27061.855670103094,128865.97938144329,109536.0824742268,233247.42268041236,167525.77319587627,104381.44329896908,54.44
IPI00126006,13,19,20,18,19,23,18,30,35,66666.66666666667,97435.89743589744,102564.10256410256,92307.69230769231,97435.89743589744,117948.71794871795,92307.69230769231,153846.15384615384,179487.1794871795,31.3
IPI00417153,50,16,22,13,23,50,43,36,113,136612.0218579235,43715.84699453552,60109.289617486334,35519.125683060105,62841.53005464481,136612.0218579235,117486.33879781421,98360.65573770492,308743.1693989071,75.13
IPI00124742,29,7,9,7,12,17,14,14,13,237704.91803278687,57377.04918032787,73770.49180327868,57377.04918032787,98360.65573770492,139344.26229508195,114754.09836065574,114754.09836065574,106557.37704918032,49.5
IPI00108125,54,24,29,45,60,53,150,101,78,90909.09090909091,40404.04040404041,48821.54882154882,75757.57575757576,101010.101010101,89225.58922558922,252525.25252525255,170033.67003367003,131313.13131313134,59.53
IPI00756424,16,13,21,27,23,39,137,67,85,37383.17757009345,30373.831775700935,49065.42056074766,63084.1121495327,53738.31775700935,91121.4953271028,320093.4579439252,156542.05607476635,198598.13084112148,87.25
IPI00115862,14,4,5,19,21,14,10,11,20,118644.06779661018,33898.30508474576,42372.8813559322,161016.94915254237,177966.10169491524,118644.06779661018,84745.7627118644,93220.33898305085,169491.5254237288,47.39
IPI00400401,5,12,7,11,12,5,7,22,23,48076.92307692308,115384.61538461539,67307.6923076923,105769.23076923077,115384.61538461539,48076.92307692308,67307.6923076923,211538.46153846153,221153.84615384616,58.71
IPI00114401,7,2,7,1,4,9,1,15,5,137254.90196078434,39215.686274509804,137254.90196078434,19607.843137254902,78431.37254901961,176470.58823529413,19607.843137254902,294117.64705882355,98039.2156862745,79.41
IPI00663323,8,4,20,11,3,36,1,7,4,85106.3829787234,42553.1914893617,212765.95744680852,117021.27659574468,31914.893617021273,382978.7234042553,10638.297872340425,74468.08510638298,42553.1914893617,106.52
IPI00652516,11,3,8,8,22,24,7,49,17,73825.5033557047,20134.228187919463,53691.275167785236,53691.275167785236,147651.0067114094,161073.8255033557,46979.86577181208,328859.0604026846,114093.95973154363,85.16
IPI00122684,250,62,74,51,24,26,14,27,27,450450.4504504505,111711.71171171172,133333.33333333334,91891.8918918919,43243.24324324325,46846.84684684685,25225.225225225226,48648.648648648654,48648.648648648654,119.03
IPI00228548,70,82,237,45,14,43,8,30,16,128440.36697247707,150458.7155963303,434862.38532110094,82568.80733944954,25688.073394495415,78899.08256880734,14678.899082568809,55045.87155963303,29357.798165137618,116.89
IPI00653664,22,1,2,6,5,6,1,6,7,392857.14285714284,17857.142857142855,35714.28571428571,107142.85714285713,89285.71428571429,107142.85714285713,17857.142857142855,107142.85714285713,125000.0,102.21
IPI00110107,72,32,17,16,8,107,6,66,79,178660.04962779157,79404.46650124069,42183.62282878412,39702.233250620346,19851.116625310173,265508.6848635236,14888.33746898263,163771.71215880892,196029.77667493795,82.26
IPI00124614,27,2,6,4,5,7,5,5,3,421875.0,31250.0,93750.0,62500.0,78125.0,109375.0,78125.0,78125.0,46875.0,106.97
IPI00330477,28,5,3,2,11,13,3,10,7,341463.4146341464,60975.60975609756,36585.365853658535,24390.243902439026,134146.34146341463,158536.58536585365,36585.365853658535,121951.21951219512,85365.8536585366,88.73
IPI00320459,4,6,3,6,6,67,3,6,4,38095.2380952381,57142.85714285714,28571.42857142857,57142.85714285714,57142.85714285714,638095.2380952381,28571.42857142857,57142.85714285714,38095.2380952381,178.21
IPI00339916,141,108,127,188,184,141,303,239,240,84380.6104129264,64631.95691202872,76002.39377618193,112507.48055056852,110113.70436864153,84380.6104129264,181328.5457809695,143028.12687013764,143626.5709156194,34.61
IPI00117454,30,12,22,14,27,62,15,67,62,96463.02250803857,38585.20900321544,70739.54983922829,45016.07717041801,86816.72025723473,199356.91318327974,48231.511254019286,215434.0836012862,199356.91318327974,65.58
IPI00420185,48,12,23,9,12,49,5,30,21,229665.07177033494,57416.267942583734,110047.84688995215,43062.2009569378,57416.267942583734,234449.76076555025,23923.444976076556,143540.66985645934,100478.46889952153,70.03
IPI00318595,2,32,42,41,84,61,11,70,17,5555.555555555556,88888.88888888889,116666.66666666667,113888.88888888889,233333.33333333334,169444.44444444447,30555.555555555555,194444.44444444444,47222.22222222222,69.37
IPI00321744,12,1,2,9,11,8,11,3,2,203389.83050847458,16949.15254237288,33898.30508474576,152542.37288135593,186440.6779661017,135593.22033898305,186440.6779661017,50847.457627118645,33898.30508474576,68.69
IPI00221540,1,10,5,32,10,15,3,17,36,7751.937984496124,77519.37984496124,38759.68992248062,248062.01550387597,77519.37984496124,116279.06976744186,23255.81395348837,131782.9457364341,279069.76744186046,86.16
IPI00754386,7,1,1,7,4,9,11,13,19,97222.22222222222,13888.888888888889,13888.888888888889,97222.22222222222,55555.555555555555,125000.0,152777.77777777778,180555.55555555556,263888.8888888889,72.89
IPI00118832,38,8,23,35,29,31,28,39,27,147286.82170542638,31007.751937984496,89147.28682170543,135658.91472868217,112403.1007751938,120155.03875968992,108527.13178294574,151162.7906976744,104651.16279069768,32.68
IPI00134058,25,5,11,32,35,19,49,31,57,94696.9696969697,18939.39393939394,41666.666666666664,121212.12121212122,132575.75757575757,71969.69696969698,185606.0606060606,117424.24242424243,215909.0909090909,57.15
IPI00138342,9,132,95,62,81,119,24,35,63,14516.129032258064,212903.2258064516,153225.8064516129,100000.0,130645.16129032258,191935.48387096773,38709.67741935484,56451.6129032258,101612.90322580645,61.06
IPI00109142,75,29,52,148,90,72,50,52,39,123558.48434925865,47775.94728171334,85667.21581548601,243822.07578253705,148270.18121911038,118616.1449752883,82372.32289950576,85667.21581548601,64250.4118616145,52.8
IPI00312468,6,9,7,16,11,14,54,39,30,32258.06451612903,48387.096774193546,37634.408602150535,86021.5053763441,59139.78494623656,75268.81720430107,290322.58064516133,209677.41935483873,161290.32258064515,80.82
IPI00116753,46,221,190,115,112,48,31,45,40,54245.28301886793,260613.20754716982,224056.6037735849,135613.20754716982,132075.4716981132,56603.77358490566,36556.6037735849,53066.03773584906,47169.81132075472,74.87
IPI00121440,56,124,174,99,78,62,41,34,26,80691.64265129683,178674.3515850144,250720.46109510088,142651.2968299712,112391.93083573488,89337.1757925072,59077.80979827089,48991.354466858786,37463.976945244955,62.39
